resonance,energy,part3_absT2,bw_theta_0.05,bw_theta_0.10,bw_theta_0.15,bw_theta_0.20,bw_theta_0.25
2,1.37217008060195,0.193028124682613,0.105528265270246,0.105528302766733,0.105528302945645,0.105528299157296,0.105528304492413
2,1.37232572262529,0.192253276425844,0.104877826795485,0.104877864300736,0.104877864476006,0.104877860711148,0.104877866021254
2,1.37248136464864,0.191484187582612,0.104233151376246,0.104233188887971,0.104233189059652,0.104233185318085,0.104233190603321
2,1.37263700667198,0.19072128340547,0.103594174068435,0.103594211584396,0.103594211752542,0.103594208034067,0.103594213294571
2,1.37279264869533,0.189964714250183,0.102960830793295,0.102960868311305,0.102960868475968,0.102960864780391,0.102960870016299
2,1.37294829071868,0.189214742845279,0.102333058324517,0.102333095842439,0.102333096003671,0.102333092330796,0.102333097542248
2,1.37310393274202,0.18847075966735,0.10171079427555,0.101710831791296,0.101710831949148,0.101710828298784,0.101710833485916
2,1.37325957476537,0.187732705296966,0.101093977087127,0.101094014598655,0.101094014753177,0.101094011125134,0.101094016288082
2,1.37341521678872,0.187000521015774,0.10048254601496,0.100482583520278,0.10048258367152,0.100482580065609,0.10048258520451
2,1.37357085881206,0.186274004981128,0.0998764411176588,0.0998764786148183,0.0998764787628285,0.099876475178864,0.0998764802938526
2,1.37372650083541,0.185553727393354,0.0992756032448164,0.0992756407319148,0.0992756408767412,0.0992756373145383,0.09927564240575
2,1.37388214285875,0.184839511281325,0.0986799740252895,0.0986800115004682,0.0986800116421578,0.0986800081015341,0.0986800131691032
2,1.3740377848821,0.184130924925763,0.0980894958556702,0.0980895333171137,0.0980895334557128,0.0980895299364877,0.0980895349805481
2,1.37419342690545,0.18342791317317,0.0975041118889259,0.0975041493348611,0.0975041494704154,0.0975041459724098,0.097504150993095
2,1.37434906892879,0.18273042151895,0.0969237660232317,0.0969238034519267,0.0969238035844813,0.0969238001075182,0.0969238051049608
2,1.37450471095214,0.182038396081837,0.0963484028909698,0.0963484403007333,0.0963484404303323,0.0963484369742365,0.0963484419485688
2,1.37466035297549,0.181351964968815,0.095777967847902,0.0957780052370825,0.0957780053637696,0.0957780019283675,0.0957780068797212
2,1.37481599499883,0.180671277912543,0.095212406962522,0.095212444329507,0.095212444453325,0.0952124410384449,0.095212445966951
2,1.37497163702218,0.179996081242659,0.0946516670055626,0.0946517043487776,0.0946517044697687,0.0946517010752405,0.0946517059810295
2,1.37512727904553,0.179326033541399,0.0940956954396803,0.0940957327575881,0.0940957328757941,0.0940957295014493,0.0940957343846512
2,1.37528292106887,0.178661180902079,0.0935444404092953,0.0935444777003954,0.093544477815857,0.0935444744615292,0.0935444793222732
2,1.37543856309222,0.178001473273199,0.0929978507305908,0.0929978879934185,0.0929978881061762,0.0929978847717003,0.0929978896101151
2,1.37559420511556,0.177347028975355,0.0924558758816787,0.0924559131148043,0.0924559132248978,0.0924559099101104,0.0924559147263242
2,1.37574984713891,0.176698086696205,0.0919184659929077,0.091918503194936,0.0919185033024043,0.0919185000071438,0.091918504801284
2,1.37590548916226,0.176054132112893,0.0913855718373365,0.091385609006906,0.0913856091117876,0.0913856058358939,0.0913856106080874
2,1.3760611311856,0.175415117609793,0.0908571448213495,0.0908571819571316,0.0908571820594643,0.090857178802779,0.090857183553152
2,1.37621677320895,0.174780980180371,0.0903331369754195,0.0903331740761179,0.0903331741759392,0.0903331709383052,0.0903331756669835
2,1.3763724152323,0.174151721104378,0.0898135009450247,0.0898135380093748,0.0898135381067214,0.0898135348879836,0.089813539595092
2,1.37652805725564,0.173527401896174,0.0892981899816967,0.0892982270084649,0.089298227103373,0.0892982239033774,0.0892982285890404
2,1.37668369927899,0.172908269645482,0.0887871579342206,0.0887871949222037,0.088787195014709,0.0887871918333034,0.0887871964976448
2,1.37683934130233,0.172293837588891,0.0882803592399671,0.0882803961879915,0.0882803962781291,0.0882803931151628,0.0882803977583056
2,1.37699498332568,0.17168406144112,0.0877777489163596,0.0877777858232811,0.0877777859110856,0.0877777827664093,0.087777787388476
2,1.37715062534903,0.171078897415863,0.0872792825524844,0.0872793194171872,0.0872793195026926,0.0872793163761586,0.087279320977271
