E,T_real,T_imag,R_real,R_imag,absT2,absR2,unitarity_error
0.6216432242740219,0.002936286421187758,-0.08676390683741572,-0.9956545768138714,-0.033695197922790236,0.007536597307639006,0.9924634026934654,1.1044498648971057e-12
0.6216482274009761,0.002966463767022193,-0.08613065031418382,-0.9956890597005554,-0.03429296665006131,0.007427288830825269,0.9925727111690386,1.362243651215067e-13
0.6216532305279305,0.002995416064487681,-0.08550656743829921,-0.9957223162361261,-0.03488156186022283,0.007320345592479802,0.9926796544084446,9.243716903029053e-13
0.6216582336548849,0.0030231866781392797,-0.08489146179953762,-0.9957543897846216,-0.035461179962199725,0.007215699944153234,0.9927843000596556,3.808731108279062e-12
0.6216632367818392,0.003049817259630963,-0.08428514229556616,-0.9957853219987273,-0.0360320120529332,0.00711328659710098,0.9928867134006916,2.2074564398621987e-12
0.6216682399087936,0.003075347821486341,-0.0836874234809464,-0.9958151528902093,-0.036594243584482676,0.007013042613102382,0.9929869573892711,2.3734347820436597e-12
0.6216732430357479,0.0030998168025084282,-0.0830981248091604,-0.9958439208976966,-0.037148055105462006,0.006914907211007913,0.9930850927870161,1.9759749392278536e-12
0.6216782461627023,0.0031232611571926656,-0.08251707095387513,-0.9958716629761984,-0.03769362193654152,0.006818821759062889,0.9931811782536738,1.2736700583104721e-11
0.6216832492896566,0.0031457163884959917,-0.08194409103248523,-0.9958984146289124,-0.038231114963176896,0.0067247295867370795,0.9932752704117088,1.5540901898702941e-12
0.621688252416611,0.0031672166623175567,-0.08137901921172686,-0.995924210021067,-0.038760700020934014,0.0066325760292486715,0.9933674239721995,1.4481749133210542e-12
0.6216932555435654,0.0031877948143454815,-0.08082169385840503,-0.9959490819889335,-0.039282538736623546,0.006542308233920111,0.9934576917641935,1.8863799411406035e-12
0.6216982586705196,0.0032074824395258734,-0.08027195787963787,-0.9959730621268755,-0.0397967882121611,0.006453875165430225,0.9935461248343889,1.80855330711438e-13
0.621703261797474,0.003226309934583024,-0.07972965815189634,-0.9959961808325479,-0.04030360156080081,0.00636722746481224,0.9936327725317935,3.394284853186491e-12
0.6217082649244283,0.0032443065514482475,-0.07919464589042532,-0.9960184673567486,-0.0408031275775195,0.006282317462709633,0.9937176825357935,1.496802681799636e-12
0.6217132680513827,0.0032615004424325273,-0.07866677602893771,-0.9960399498535693,-0.04129551131516164,0.006199099035923035,0.9938009009590817,4.995226454695967e-12
0.621718271178337,0.003277918724338187,-0.0781459073779854,-0.996060655438158,-0.04178089397477024,0.0061175275910920375,0.9938824724132236,4.3156589413229085e-12
0.6217232743052914,0.003293587490215458,-0.07763190228239553,-0.9960806102045189,-0.04225941320847696,0.006037559970539112,0.9939624400301313,6.703526622686695e-13
0.6217282774322457,0.0033085318846157933,-0.07712462692634202,-0.9960998392964378,-0.042731202833896864,0.005959154461758959,0.9940408455420209,3.779865309638808e-12
0.6217332805592001,0.003322776118950673,-0.0766239506810528,-0.9961183669257188,-0.04319639347978842,0.005882270659109082,0.9941177293364216,4.46931380793103e-12
0.6217382836861545,0.0033363435338739492,-0.07612974647689236,-0.9961362164337555,-0.043655112208171414,0.005806869486811928,0.9941931305128658,3.2218672174622043e-13
0.6217432868131088,0.003349256614490343,-0.07564189015970926,-0.9961534103042179,-0.04410748318450784,0.005732913066803229,0.9942670869335951,3.9834802123550617e-13
0.6217482899400631,0.0033615370316928185,-0.07516026098264804,-0.9961699702094873,-0.04455362714733378,0.0056603647621952064,0.9943396352391544,1.3495871087343403e-12
0.6217532930670174,0.0033732056770505495,-0.07468474119009147,-0.9961859170400196,-0.044993661856578784,0.005589189083170631,0.9944108109161289,7.004397062360113e-13
0.6217582961939718,0.0033842827019814445,-0.07421521581990927,-0.996201270948648,-0.04542770226760369,0.005519351628602641,0.9944806483730156,1.6182610806936282e-12
0.6217632993209261,0.003394787532426857,-0.07375157288241989,-0.9962160513601537,-0.045855860379639284,0.005450819085021213,0.9945491809187732,3.79452025356386e-12
0.6217683024478805,0.003404738907070069,-0.07329370309648459,-0.9962302770129552,-0.046278245471043596,0.00538355916062095,0.9946164408411875,1.80855330711438e-12
0.6217733055748349,0.003414154903290235,-0.07284149984601215,-0.9962439659855574,-0.04669496415544074,0.00531754055352025,0.9946824594401104,6.369349492274523e-12
0.6217783087017892,0.0034230529733043445,-0.07239485924806348,-0.9962571357299421,-0.04710612031781646,0.00525273293720497,0.9947472670642251,1.4301893003221267e-12
